Age,Gender,Education Level,Occupation,Income,Debt-to-Income Ratio,Net Worth,Investment Amount,Financial Knowledge,Risk Tolerance,Investment Horizon,Market Condition,Interest Rate (%),Inflation Rate (%),Stocks (%),Bonds (%),Gold (%),Real Estate (%)
43,Male,Graduate,Business Owner,395008,0.18,7900160,82546.51,8,3,Medium,Neutral,6.9,3.41,21.0,60.0,20.0,-1.0
29,Female,Postgraduate,Freelancer,41983,0.22,629745,11205.94,2,8,Short,Neutral,7.42,5.16,72.0,13.0,20.0,-5.0
25,Male,Postgraduate,Entry-level,46779,0.02,701685,6811.63,2,9,Medium,Bullish,5.79,6.48,74.0,1.0,18.0,7.0
25,Female,Postgraduate,Entry-level,23807,0.22,476140,5122.36,6,7,Medium,Neutral,8.36,2.89,45.0,40.0,11.0,4.0
33,Male,Doctorate,Business Owner,467297,0.11,934594,170348.3,6,1,Short,Neutral,7.49,2.62,17.0,44.0,15.0,24.0
19,Male,Graduate,Student,8111,0.49,16222,2454.16,5,4,Long,Neutral,5.07,3.41,17.0,41.0,12.0,30.0
43,Female,Graduate,Mid-career,71768,0.12,430608,23744.21,9,5,Short,Bullish,4.34,7.17,51.0,17.0,12.0,20.0
39,Male,Graduate,Mid-career,132767,0.21,1194903,29292.36,4,10,Long,Bullish,8.35,4.94,60.0,10.0,10.0,20.0
21,Female,Graduate,Student,5071,0.21,15213,2474.49,1,1,Medium,Bullish,7.2,7.62,21.0,52.0,16.0,11.0
50,Female,Postgraduate,Senior Professional,229221,0.11,1146105,86162.75,7,3,Medium,Bullish,5.28,3.13,23.0,45.0,19.0,13.0
54,Male,Graduate,Executive,438152,0.14,7448584,86398.91,7,7,Short,Bullish,5.34,7.52,47.0,25.0,10.0,18.0
32,Male,Postgraduate,Mid-career,108341,0.29,650046,48690.87,5,5,Short,Bullish,8.84,2.02,53.0,28.0,12.0,7.0
41,Male,Graduate,Mid-career,96184,0.04,480920,28961.92,9,8,Medium,Bearish,5.99,5.62,63.0,14.0,16.0,7.0
59,Male,Postgraduate,Senior Professional,104841,0.15,1467774,43055.85,9,8,Medium,Bullish,6.29,3.78,81.0,2.0,20.0,-3.0
36,Male,Postgraduate,Mid-career,120752,0.23,724512,60051.99,5,1,Medium,Neutral,6.81,7.23,29.0,47.0,11.0,13.0
38,Female,Doctorate,Mid-career,101531,0.29,1624496,48871.39,7,2,Medium,Neutral,5.67,3.55,20.0,46.0,20.0,14.0
22,Female,Undergraduate,Student,311,0.14,3421,67.46,2,8,Long,Neutral,5.8,5.85,65.0,13.0,10.0,12.0
29,Male,Graduate,Freelancer,86397,0.11,777573,8995.34,7,9,Long,Bullish,7.26,3.57,73.0,5.0,16.0,6.0
44,Male,Doctorate,Business Owner,269955,0.02,1079820,80059.87,5,8,Long,Bullish,6.24,6.21,79.0,6.0,16.0,-1.0
20,Male,Graduate,Student,9130,0.16,73040,2089.51,1,8,Long,Neutral,7.25,2.16,78.0,11.0,19.0,-8.0
57,Female,Graduate,Executive,796978,0.21,6375824,263927.71,6,6,Short,Bearish,8.83,2.99,42.0,42.0,12.0,4.0
58,Female,Graduate,Senior Professional,112058,0.16,672348,42937.03,8,7,Long,Neutral,8.49,2.65,33.0,23.0,13.0,31.0
44,Male,Graduate,Business Owner,298687,0.19,3285557,63634.44,6,8,Long,Bullish,4.49,7.6,61.0,9.0,18.0,12.0
57,Male,Postgraduate,Senior Professional,223522,0.03,1117610,31279.89,4,6,Long,Bearish,6.64,7.22,36.0,26.0,18.0,20.0
53,Male,Graduate,Executive,569117,0.17,9105872,268439.61,8,1,Medium,Bullish,7.38,3.45,32.0,55.0,16.0,-3.0
30,Male,Postgraduate,Freelancer,78155,0.23,78155,23489.42,5,7,Long,Neutral,5.2,2.44,31.0,25.0,15.0,29.0
52,Male,Postgraduate,Executive,247192,0.15,988768,115628.37,4,10,Long,Neutral,7.19,2.27,67.0,15.0,13.0,5.0
38,Female,Doctorate,Mid-career,138851,0.12,2360467,13929.36,4,6,Long,Neutral,6.96,5.93,40.0,36.0,12.0,12.0
46,Female,Postgraduate,Executive,722944,0.22,10844160,146069.68,6,8,Long,Bullish,6.01,4.89,62.0,5.0,12.0,21.0
49,Female,Graduate,Senior Professional,167968,0.26,839840,70652.51,9,6,Long,Neutral,6.83,6.96,44.0,32.0,17.0,7.0
43,Male,Doctorate,Business Owner,166453,0.05,2496795,48811.66,9,8,Short,Neutral,6.75,3.36,76.0,8.0,14.0,2.0
43,Male,Postgraduate,Business Owner,258806,0.26,4917314,90781.27,7,1,Long,Bearish,8.77,2.32,25.0,61.0,17.0,-3.0
54,Female,Graduate,Executive,401007,0.18,1604028,46990.31,10,2,Long,Neutral,5.43,4.69,16.0,52.0,10.0,22.0
39,Female,Doctorate,Mid-career,131612,0.04,526448,23705.96,9,1,Medium,Neutral,4.62,4.41,25.0,53.0,12.0,10.0
35,Female,Graduate,Business Owner,347396,0.12,694792,84667.97,8,7,Medium,Neutral,5.99,4.28,33.0,27.0,18.0,22.0
65,Male,Graduate,Retired,25275,0.42,25275,4048.22,5,3,Medium,Neutral,6.15,5.98,20.0,50.0,10.0,20.0
53,Female,Graduate,Executive,678912,0.15,2036736,186522.22,5,10,Long,Neutral,6.5,4.2,52.0,13.0,16.0,19.0
28,Male,Graduate,Freelancer,35084,0.4,210504,8683.18,2,4,Long,Bullish,5.42,2.09,25.0,47.0,18.0,10.0
29,Male,Graduate,Entry-level,26181,0.06,392715,8339.82,2,5,Medium,Neutral,7.35,4.63,44.0,21.0,14.0,21.0
30,Male,Postgraduate,Freelancer,97186,0.27,1749348,23615.21,6,10,Medium,Bullish,6.02,3.71,55.0,0.0,16.0,29.0
32,Female,Doctorate,Mid-career,147544,0.04,1770528,21296.43,9,5,Long,Bearish,6.52,7.22,38.0,29.0,19.0,14.0
56,Male,Graduate,Executive,842478,0.06,1684956,271086.0,9,3,Medium,Bullish,4.03,7.69,30.0,42.0,12.0,16.0
40,Male,Graduate,Mid-career,125093,0.2,625465,17356.35,7,1,Long,Bearish,4.95,6.97,6.0,55.0,10.0,29.0
18,Female,Graduate,Student,214,0.35,428,54.69,3,1,Long,Neutral,8.77,6.89,29.0,53.0,17.0,1.0
37,Female,Doctorate,Business Owner,248578,0.24,4971560,107925.68,9,3,Long,Neutral,8.46,6.11,11.0,53.0,15.0,21.0
57,Female,Postgraduate,Senior Professional,226034,0.04,1356204,48234.98,4,5,Medium,Neutral,5.17,4.54,35.0,36.0,20.0,9.0
26,Male,Graduate,Entry-level,43390,0.31,824410,17903.78,3,2,Medium,Neutral,5.06,3.42,12.0,41.0,13.0,34.0
52,Male,Graduate,Executive,685667,0.27,685667,332507.61,3,3,Short,Neutral,5.26,5.21,20.0,51.0,15.0,14.0
66,Male,Graduate,Retired,49041,0.13,147123,14310.05,5,6,Short,Neutral,4.05,4.16,41.0,32.0,16.0,11.0
27,Male,Postgraduate,Entry-level,33776,0.23,135104,4900.7,1,4,Medium,Neutral,4.3,3.79,25.0,47.0,15.0,13.0
70,Male,Graduate,Retired,43544,0.15,87088,8584.09,3,6,Short,Bullish,4.9,7.73,48.0,24.0,11.0,17.0
59,Female,Postgraduate,Executive,880768,0.11,17615360,349477.39,9,8,Short,Neutral,8.56,4.95,73.0,8.0,18.0,1.0
41,Male,Doctorate,Mid-career,123169,0.02,1231690,33238.6,10,6,Short,Neutral,4.3,7.43,50.0,27.0,10.0,13.0
26,Male,Graduate,Freelancer,46528,0.45,232640,20713.47,1,6,Medium,Bullish,4.91,6.38,42.0,31.0,20.0,7.0
71,Male,Graduate,Retired,43661,0.31,392949,11137.29,1,2,Long,Bearish,5.2,6.64,8.0,55.0,10.0,27.0
20,Female,Graduate,Student,8423,0.48,168460,1903.4,4,7,Medium,Bullish,8.01,4.54,42.0,28.0,16.0,14.0
42,Male,Doctorate,Mid-career,102616,0.21,2052320,17894.38,8,4,Short,Bearish,4.26,5.47,6.0,62.0,20.0,12.0
24,Male,Graduate,Freelancer,57218,0.03,572180,23812.15,5,8,Long,Neutral,6.52,2.74,72.0,13.0,10.0,5.0
67,Female,Graduate,Retired,15305,0.14,244880,2674.62,5,1,Medium,Bullish,8.61,5.27,23.0,41.0,20.0,16.0
43,Male,Graduate,Business Owner,159383,0.09,637532,71177.26,6,3,Short,Bullish,5.68,7.2,32.0,40.0,19.0,9.0
73,Female,Postgraduate,Retired,14161,0.39,70805,2843.96,5,6,Medium,Bullish,7.82,3.82,54.0,26.0,19.0,1.0
18,Male,Undergraduate,Student,4517,0.42,49687,1618.76,6,10,Medium,Bearish,7.35,6.56,45.0,18.0,12.0,25.0
23,Male,Postgraduate,Freelancer,44151,0.11,264906,11210.55,2,8,Short,Bullish,5.16,3.73,80.0,2.0,17.0,1.0
56,Female,Postgraduate,Senior Professional,220119,0.06,440238,85113.71,8,8,Short,Bullish,6.66,5.63,85.0,6.0,18.0,-9.0
36,Male,Doctorate,Mid-career,86087,0.03,1549566,42344.68,10,6,Long,Neutral,5.98,7.97,35.0,35.0,20.0,10.0
48,Female,Graduate,Executive,349065,0.04,349065,146210.48,10,5,Medium,Neutral,7.71,5.38,45.0,20.0,20.0,15.0
21,Male,Graduate,Student,7184,0.25,57472,2329.18,6,4,Medium,Neutral,7.98,7.15,29.0,57.0,10.0,4.0
39,Male,Graduate,Business Owner,200487,0.26,601461,75004.71,3,2,Long,Neutral,7.67,5.25,25.0,48.0,14.0,13.0
41,Female,Graduate,Business Owner,160369,0.15,2886642,26862.95,4,2,Short,Bearish,8.13,5.34,22.0,55.0,10.0,13.0
43,Female,Graduate,Mid-career,116199,0.22,1394388,54467.34,6,3,Medium,Neutral,6.4,7.78,17.0,59.0,13.0,11.0
23,Male,Graduate,Entry-level,45586,0.33,136758,20784.88,4,4,Medium,Bullish,4.21,4.0,23.0,35.0,20.0,22.0
52,Male,Graduate,Senior Professional,217096,0.05,434192,88406.17,4,7,Medium,Neutral,8.98,7.13,47.0,29.0,20.0,4.0
57,Male,Postgraduate,Executive,351334,0.17,4918676,55776.18,7,1,Medium,Bearish,6.17,7.66,23.0,53.0,13.0,11.0
23,Female,Postgraduate,Freelancer,91782,0.26,367128,45387.36,8,6,Long,Bullish,5.85,2.66,37.0,25.0,18.0,20.0
21,Male,Undergraduate,Student,8243,0.32,140131,1959.52,3,1,Long,Bearish,6.72,2.43,8.0,53.0,15.0,24.0
41,Male,Graduate,Mid-career,79777,0.21,1356209,27676.56,5,3,Short,Bullish,7.15,2.45,15.0,41.0,11.0,33.0
23,Female,Postgraduate,Freelancer,87496,0.28,1749920,30916.91,5,10,Long,Bullish,7.72,2.28,62.0,4.0,15.0,19.0
44,Female,Postgraduate,Business Owner,362194,0.03,4346328,58560.41,3,3,Medium,Neutral,5.23,5.13,20.0,45.0,15.0,20.0
25,Female,Postgraduate,Freelancer,64089,0.28,1089513,13738.81,10,2,Medium,Neutral,8.4,2.87,19.0,57.0,16.0,8.0
32,Male,Postgraduate,Business Owner,395776,0.25,1978880,135821.01,9,3,Medium,Neutral,5.41,4.31,23.0,60.0,12.0,5.0
33,Female,Doctorate,Business Owner,425907,0.18,425907,204303.97,8,4,Long,Neutral,5.22,7.33,25.0,47.0,18.0,10.0
54,Female,Postgraduate,Executive,265470,0.12,4778460,58135.44,9,3,Medium,Bearish,4.82,6.7,15.0,58.0,15.0,12.0
62,Male,Postgraduate,Retired,12945,0.18,233010,2953.3,4,1,Medium,Bearish,8.28,7.45,12.0,47.0,12.0,29.0
41,Female,Postgraduate,Business Owner,133000,0.25,665000,24201.95,7,6,Long,Neutral,5.11,3.31,44.0,22.0,13.0,21.0
56,Male,Postgraduate,Executive,334079,0.02,4677106,127266.92,7,6,Medium,Neutral,7.86,3.14,45.0,32.0,20.0,3.0
38,Male,Graduate,Business Owner,174776,0.28,3320744,34664.54,3,6,Short,Bullish,5.05,3.84,43.0,34.0,18.0,5.0
25,Male,Graduate,Entry-level,47132,0.24,706980,6095.62,2,10,Medium,Bearish,5.1,4.04,68.0,12.0,20.0,0.0
19,Female,Undergraduate,Student,3841,0.0,38410,1751.75,2,5,Short,Bullish,7.31,2.07,35.0,24.0,17.0,24.0
71,Female,Postgraduate,Retired,45937,0.39,551244,21479.94,1,8,Medium,Bearish,8.93,6.16,68.0,18.0,18.0,-4.0
32,Female,Doctorate,Mid-career,138830,0.13,2221280,66731.78,4,10,Medium,Bullish,4.67,4.23,83.0,3.0,12.0,2.0
63,Male,Postgraduate,Retired,12123,0.38,60615,4389.07,3,2,Short,Neutral,5.93,2.24,11.0,53.0,16.0,20.0
28,Male,Postgraduate,Freelancer,79310,0.09,713790,13191.47,4,2,Short,Bullish,4.53,5.38,20.0,50.0,17.0,13.0
40,Male,Graduate,Business Owner,291836,0.16,4669376,43551.35,3,10,Medium,Neutral,4.75,7.82,62.0,8.0,18.0,12.0
37,Male,Postgraduate,Mid-career,118678,0.23,237356,20499.68,8,8,Short,Neutral,7.95,5.71,51.0,9.0,17.0,23.0
50,Male,Postgraduate,Executive,913688,0.04,1827376,361369.07,5,7,Short,Neutral,4.57,5.87,32.0,29.0,15.0,24.0
34,Male,Postgraduate,Mid-career,99251,0.18,1786518,40922.32,10,9,Long,Neutral,4.44,7.86,69.0,13.0,17.0,1.0
18,Male,Undergraduate,Student,500,0.48,1000,236.29,3,8,Long,Neutral,6.19,2.09,63.0,6.0,13.0,18.0
73,Male,Postgraduate,Retired,18118,0.36,271770,5395.73,5,6,Medium,Neutral,6.42,2.56,37.0,23.0,16.0,24.0
32,Female,Doctorate,Business Owner,221362,0.23,885448,58457.58,7,10,Short,Bullish,6.47,5.95,70.0,7.0,18.0,5.0
27,Female,Postgraduate,Freelancer,58209,0.17,116418,7671.51,3,5,Medium,Neutral,5.46,7.28,41.0,33.0,19.0,7.0
50,Male,Postgraduate,Senior Professional,143825,0.16,1438250,34426.15,3,3,Long,Bullish,8.66,5.08,20.0,55.0,14.0,11.0
31,Male,Postgraduate,Business Owner,139171,0.1,1948394,56895.27,3,5,Medium,Bullish,8.82,6.48,43.0,18.0,11.0,28.0
52,Male,Postgraduate,Executive,924110,0.17,14785760,343521.62,6,8,Medium,Bearish,8.76,5.51,48.0,10.0,17.0,25.0
25,Male,Postgraduate,Freelancer,38554,0.01,693972,9195.81,4,2,Long,Bullish,6.16,3.79,15.0,36.0,12.0,37.0
28,Male,Postgraduate,Freelancer,47028,0.12,893532,7366.55,2,10,Long,Neutral,6.83,7.91,60.0,13.0,20.0,7.0
23,Male,Postgraduate,Freelancer,51924,0.16,103848,24445.14,5,7,Long,Bullish,4.19,6.03,48.0,35.0,19.0,-2.0
28,Female,Graduate,Entry-level,44654,0.08,312578,19192.81,3,5,Short,Neutral,7.53,6.44,45.0,31.0,16.0,8.0
47,Male,Graduate,Executive,334380,0.21,5684460,59966.84,4,9,Long,Neutral,4.11,5.53,73.0,13.0,17.0,-3.0
21,Male,Graduate,Student,9832,0.32,98320,4093.27,1,5,Short,Neutral,5.23,7.29,41.0,31.0,18.0,10.0
36,Male,Doctorate,Mid-career,110045,0.16,1870765,26760.94,10,7,Medium,Bullish,8.72,3.22,45.0,18.0,16.0,21.0
23,Male,Graduate,Freelancer,77716,0.16,1088024,16970.97,7,4,Short,Neutral,7.55,5.05,13.0,42.0,16.0,29.0
52,Male,Postgraduate,Senior Professional,81221,0.08,649768,16806.67,9,3,Medium,Bearish,7.61,6.97,14.0,45.0,10.0,31.0
46,Female,Postgraduate,Senior Professional,210931,0.19,2320241,21576.9,5,10,Short,Neutral,7.67,3.46,77.0,11.0,19.0,-7.0
27,Female,Postgraduate,Entry-level,49963,0.49,499630,13364.68,2,8,Medium,Bearish,5.4,5.65,73.0,11.0,18.0,-2.0
42,Male,Graduate,Mid-career,67328,0.14,269312,26880.89,7,6,Short,Neutral,8.9,6.35,37.0,23.0,15.0,25.0
57,Male,Postgraduate,Senior Professional,173046,0.11,2941782,50054.82,4,1,Medium,Bullish,8.05,2.58,18.0,42.0,12.0,28.0
29,Male,Graduate,Freelancer,73864,0.24,1034096,14837.68,10,5,Long,Bullish,6.82,3.72,41.0,17.0,11.0,31.0
21,Male,Undergraduate,Student,5959,0.02,47672,2566.06,2,6,Short,Neutral,5.51,5.93,33.0,34.0,10.0,23.0
26,Female,Postgraduate,Entry-level,32445,0.05,551565,13193.65,3,8,Medium,Neutral,5.01,5.05,64.0,8.0,12.0,16.0
58,Male,Graduate,Senior Professional,117322,0.07,1877152,29517.41,5,8,Short,Neutral,6.54,2.22,80.0,5.0,14.0,1.0
43,Female,Graduate,Mid-career,92213,0.12,1106556,31503.29,4,9,Medium,Bearish,6.28,4.74,59.0,19.0,11.0,11.0
32,Male,Postgraduate,Mid-career,72406,0.13,796466,14800.51,7,2,Medium,Bullish,8.46,6.63,20.0,38.0,19.0,23.0
19,Male,Graduate,Student,2078,0.11,35326,257.47,4,10,Medium,Neutral,5.08,2.74,60.0,7.0,14.0,19.0
32,Female,Doctorate,Mid-career,137482,0.21,137482,29459.75,9,6,Short,Neutral,7.94,4.81,44.0,39.0,13.0,4.0
26,Female,Graduate,Freelancer,77385,0.06,1547700,22583.7,5,9,Short,Neutral,5.24,4.9,70.0,5.0,16.0,9.0
67,Female,Postgraduate,Retired,36179,0.05,361790,10034.08,3,6,Medium,Bearish,4.53,4.17,43.0,25.0,13.0,19.0
20,Male,Undergraduate,Student,5569,0.1,83535,2476.27,3,5,Short,Bearish,6.13,5.5,43.0,40.0,20.0,-3.0
75,Male,Postgraduate,Retired,11399,0.23,11399,2994.35,3,3,Medium,Bullish,5.24,3.74,31.0,48.0,18.0,3.0
48,Male,Postgraduate,Senior Professional,233581,0.29,4438039,76371.8,4,3,Long,Bullish,6.84,7.67,33.0,40.0,10.0,17.0
57,Male,Graduate,Executive,710471,0.25,4262826,171411.31,4,5,Medium,Bearish,5.02,3.2,25.0,30.0,13.0,32.0
36,Male,Doctorate,Business Owner,138446,0.22,1522906,24927.49,7,2,Medium,Bullish,5.78,5.37,30.0,35.0,19.0,16.0
31,Female,Doctorate,Mid-career,99156,0.01,892404,34234.44,5,6,Long,Bullish,5.68,4.43,41.0,25.0,18.0,16.0
41,Male,Postgraduate,Business Owner,381131,0.07,3430179,42872.26,4,8,Short,Neutral,8.95,4.5,64.0,7.0,16.0,13.0
44,Male,Graduate,Business Owner,358809,0.18,3229281,99607.32,6,4,Medium,Bullish,8.63,6.91,35.0,50.0,10.0,5.0
44,Male,Postgraduate,Mid-career,104689,0.14,1151579,35958.92,6,5,Long,Neutral,5.1,4.92,35.0,30.0,13.0,22.0
21,Male,Graduate,Student,2748,0.47,46716,325.55,1,8,Long,Bullish,4.12,7.89,74.0,10.0,14.0,2.0
21,Female,Undergraduate,Student,1284,0.3,21828,171.14,5,2,Medium,Bullish,7.7,7.37,22.0,53.0,13.0,12.0
40,Male,Graduate,Business Owner,404972,0.21,5669608,84393.52,9,10,Long,Bullish,4.77,6.57,69.0,7.0,15.0,9.0
25,Female,Graduate,Entry-level,33327,0.46,233289,3538.61,3,7,Medium,Bullish,7.4,3.22,50.0,18.0,15.0,17.0
71,Male,Postgraduate,Retired,37791,0.17,188955,7763.48,2,5,Short,Bullish,6.45,4.42,44.0,23.0,17.0,16.0
74,Female,Graduate,Retired,49571,0.09,346997,13493.73,4,2,Medium,Bullish,8.02,6.88,22.0,54.0,15.0,9.0
23,Male,Postgraduate,Entry-level,22401,0.19,134406,7562.75,4,3,Medium,Bearish,4.6,5.02,15.0,55.0,12.0,18.0
26,Female,Graduate,Entry-level,43671,0.12,43671,8392.41,2,4,Long,Neutral,8.64,7.8,30.0,52.0,17.0,1.0
29,Female,Postgraduate,Entry-level,29533,0.3,324863,7249.93,1,1,Medium,Neutral,6.84,6.51,21.0,53.0,10.0,16.0
43,Male,Doctorate,Mid-career,113527,0.18,681162,51538.63,7,4,Long,Bullish,5.92,5.8,28.0,37.0,13.0,22.0
44,Male,Postgraduate,Business Owner,342987,0.06,5487792,123681.69,10,2,Medium,Neutral,4.56,7.46,11.0,47.0,10.0,32.0
46,Male,Graduate,Senior Professional,194585,0.13,2140435,76800.34,3,3,Long,Neutral,6.27,4.72,28.0,53.0,10.0,9.0
37,Female,Graduate,Mid-career,75704,0.23,1438376,35795.39,3,5,Medium,Bullish,8.03,2.6,47.0,21.0,17.0,15.0
34,Female,Graduate,Business Owner,476186,0.05,4761860,167361.54,6,6,Long,Bullish,5.02,2.5,54.0,18.0,10.0,18.0
37,Male,Postgraduate,Business Owner,316800,0.04,3801600,101296.39,8,6,Long,Neutral,7.1,2.24,32.0,40.0,12.0,16.0
48,Female,Postgraduate,Senior Professional,118390,0.03,1065510,35964.8,4,2,Long,Bullish,7.3,6.4,29.0,38.0,16.0,17.0
19,Female,Graduate,Student,4337,0.48,13011,1478.98,5,6,Long,Neutral,8.47,7.92,42.0,20.0,19.0,19.0
21,Male,Graduate,Student,8432,0.05,59024,4090.92,1,8,Medium,Bearish,6.78,5.4,48.0,19.0,11.0,22.0
72,Male,Graduate,Retired,30436,0.5,91308,13414.44,4,6,Medium,Neutral,7.47,6.3,50.0,24.0,16.0,10.0
33,Female,Postgraduate,Mid-career,116077,0.11,116077,47200.24,5,9,Short,Bearish,7.45,4.33,46.0,18.0,20.0,16.0
57,Female,Graduate,Executive,708486,0.11,9918804,146428.03,5,6,Short,Bullish,5.91,4.27,48.0,19.0,13.0,20.0
57,Male,Postgraduate,Executive,802798,0.15,12844768,232336.85,4,7,Medium,Neutral,4.07,6.64,48.0,34.0,19.0,-1.0
51,Male,Postgraduate,Senior Professional,201485,0.24,2820790,57954.02,10,6,Long,Bullish,6.6,4.84,55.0,21.0,12.0,12.0
63,Male,Postgraduate,Retired,47145,0.4,707175,17791.04,5,10,Short,Bearish,4.32,3.89,66.0,12.0,13.0,9.0
67,Male,Postgraduate,Retired,43061,0.21,559793,18068.63,1,4,Long,Neutral,7.39,5.15,18.0,57.0,15.0,10.0
24,Male,Postgraduate,Entry-level,21778,0.42,87112,7902.27,1,2,Short,Neutral,5.82,2.58,27.0,45.0,19.0,9.0
35,Male,Graduate,Mid-career,108717,0.2,1739472,41414.54,10,8,Medium,Neutral,5.26,2.07,64.0,7.0,19.0,10.0
26,Male,Postgraduate,Entry-level,24573,0.12,368595,2989.93,6,4,Medium,Neutral,6.12,3.66,23.0,45.0,13.0,19.0
60,Male,Graduate,Executive,803798,0.04,16075960,360910.89,6,4,Short,Neutral,6.08,7.01,18.0,44.0,12.0,26.0
21,Male,Graduate,Student,6640,0.28,73040,3095.37,1,3,Medium,Bearish,4.21,3.46,25.0,65.0,12.0,-2.0
53,Male,Postgraduate,Executive,364115,0.11,1820575,65267.54,10,10,Long,Bullish,8.05,5.77,58.0,8.0,12.0,22.0
22,Female,Undergraduate,Student,4013,0.48,56182,1613.2,2,3,Medium,Neutral,5.18,5.61,25.0,54.0,14.0,7.0
20,Male,Undergraduate,Student,4552,0.05,36416,1628.4,2,1,Medium,Bullish,4.32,6.21,34.0,50.0,20.0,-4.0
62,Male,Graduate,Retired,25846,0.4,465228,7655.66,1,5,Medium,Bullish,7.41,2.27,45.0,23.0,13.0,19.0
60,Male,Postgraduate,Executive,802108,0.0,8021080,323762.2,3,8,Long,Bullish,8.79,3.28,81.0,3.0,18.0,-2.0
71,Male,Postgraduate,Retired,29102,0.11,436530,11700.86,1,10,Medium,Bearish,5.41,3.45,50.0,18.0,17.0,15.0
18,Male,Graduate,Student,6118,0.28,79534,2540.34,5,3,Short,Bearish,4.52,5.64,23.0,63.0,19.0,-5.0
41,Male,Graduate,Mid-career,134067,0.13,134067,49748.33,3,6,Medium,Bullish,5.16,3.49,51.0,19.0,19.0,11.0
58,Female,Postgraduate,Senior Professional,195626,0.16,3521268,46451.2,8,6,Long,Neutral,5.4,6.56,42.0,38.0,15.0,5.0
72,Male,Graduate,Retired,34039,0.48,510585,4393.17,6,6,Long,Bearish,5.9,4.98,40.0,38.0,19.0,3.0
64,Male,Graduate,Retired,21468,0.36,85872,10037.78,3,1,Long,Neutral,8.58,4.0,12.0,59.0,11.0,18.0
25,Female,Postgraduate,Freelancer,96834,0.01,581004,19715.09,8,5,Short,Bullish,4.09,6.69,42.0,29.0,11.0,18.0
53,Male,Graduate,Executive,906351,0.05,2719053,265190.46,4,1,Long,Neutral,5.28,7.88,20.0,40.0,18.0,22.0
51,Female,Postgraduate,Senior Professional,240127,0.18,2401270,74484.36,3,5,Long,Neutral,5.78,3.13,30.0,35.0,12.0,23.0
25,Male,Postgraduate,Entry-level,28373,0.36,85119,13054.71,4,3,Long,Neutral,5.43,4.1,22.0,52.0,11.0,15.0
45,Female,Postgraduate,Mid-career,123192,0.09,1971072,53855.48,6,5,Long,Neutral,4.27,4.23,38.0,25.0,16.0,21.0
44,Male,Doctorate,Mid-career,113502,0.19,1475526,17181.64,7,7,Medium,Bullish,8.91,4.53,49.0,19.0,10.0,22.0
54,Female,Postgraduate,Executive,287428,0.14,287428,66901.8,6,10,Medium,Bullish,8.05,3.97,56.0,2.0,17.0,25.0
48,Male,Graduate,Senior Professional,146323,0.16,2633814,26267.7,6,9,Medium,Bullish,8.93,7.02,81.0,10.0,12.0,-3.0
42,Male,Graduate,Mid-career,129751,0.14,129751,41251.49,5,6,Medium,Bullish,8.53,6.09,42.0,31.0,20.0,7.0
23,Female,Graduate,Freelancer,75529,0.3,679761,17805.92,4,4,Short,Bullish,6.27,4.44,17.0,46.0,11.0,26.0
32,Female,Graduate,Mid-career,123754,0.19,1113786,53479.66,3,1,Long,Bearish,7.15,7.99,11.0,57.0,14.0,18.0
44,Female,Doctorate,Business Owner,354286,0.18,2834288,166829.32,3,1,Medium,Bearish,8.56,5.2,21.0,53.0,11.0,15.0
75,Male,Postgraduate,Retired,39376,0.22,511888,17227.14,3,3,Long,Bullish,5.59,3.57,18.0,45.0,17.0,20.0
33,Female,Postgraduate,Business Owner,485418,0.26,5339598,61053.36,9,8,Medium,Neutral,7.06,2.91,52.0,10.0,12.0,26.0
31,Male,Graduate,Business Owner,122267,0.22,2200806,29060.42,7,2,Short,Neutral,8.91,3.47,10.0,50.0,11.0,29.0
49,Female,Postgraduate,Senior Professional,227661,0.26,4553220,87294.09,5,3,Medium,Bullish,4.07,5.37,19.0,49.0,14.0,18.0
37,Male,Graduate,Mid-career,127596,0.21,127596,60608.31,3,8,Long,Bullish,4.79,3.43,67.0,4.0,18.0,11.0
29,Female,Graduate,Entry-level,25560,0.14,281160,3777.7,6,1,Short,Neutral,5.21,6.52,29.0,56.0,20.0,-5.0
38,Male,Doctorate,Business Owner,218655,0.22,4373100,51896.0,3,1,Medium,Bullish,6.37,5.35,27.0,49.0,13.0,11.0
20,Male,Undergraduate,Student,7513,0.42,127721,3296.47,4,8,Medium,Bullish,4.59,3.03,64.0,8.0,11.0,17.0
46,Male,Graduate,Executive,446372,0.17,4017348,95414.35,6,3,Long,Neutral,5.01,3.51,16.0,54.0,12.0,18.0
49,Male,Graduate,Executive,494040,0.13,7904640,57026.36,9,2,Short,Bullish,7.63,5.27,28.0,36.0,11.0,25.0
25,Male,Postgraduate,Freelancer,43704,0.43,655560,20074.27,5,5,Long,Bullish,8.14,6.55,45.0,16.0,13.0,26.0
72,Male,Postgraduate,Retired,34749,0.47,347490,6447.71,2,3,Medium,Bullish,8.44,2.09,15.0,39.0,11.0,35.0
35,Male,Postgraduate,Mid-career,68126,0.16,953764,32731.62,8,9,Short,Bearish,4.0,3.01,49.0,20.0,16.0,15.0
30,Female,Graduate,Freelancer,84388,0.07,253164,14629.43,8,8,Medium,Bearish,5.82,3.21,59.0,15.0,10.0,16.0
18,Male,Undergraduate,Student,1496,0.01,10472,229.03,4,4,Long,Bearish,5.16,5.72,17.0,46.0,18.0,19.0
